ObjectNumber,ImageHighRes,ImageLowRes,ImageThumb,Title,Description,CollectionType,Subject,WorkMaker,WorkMedium,WorkDateEarliest,WorkDateLatest,ProductionPlace,OnPOD,PrimaryOrSecondaryImage
1904P12,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P12.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P12.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P12.jpg,St George Series,Male Nude - Study for 'St George slaying the Dragon' - St George With His Shield In The Mouth Of The Dragon.,Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"White and Black Chalk On Brown Paper, Laid Down",1865,1866,,,Primary
1904P12,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P12-view2.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P12-view2.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P12-view2.jpg,St George Series,Male Nude - Study for 'St George slaying the Dragon' - St George With His Shield In The Mouth Of The Dragon. (Detail),Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"White and Black Chalk On Brown Paper, Laid Down",1865,1866,,,Secondary
1904P120,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P120.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P120.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P120.jpg,,"Male Nude - Study of Man embracing Tree - Full-Length Male Figure Curled Around A Tree, Right Arm Raised.",Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"Red-Brown Chalk On Cream-Toned Paper, Laid Down",1868,1869,,,Primary
1904P120,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P120-detail.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P120-detail.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P120-detail.jpg,,"Male Nude - Study of Man embracing Tree - Full-Length Male Figure Curled Around A Tree, Right Arm Raised. (Detail)",Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"Red-Brown Chalk On Cream-Toned Paper, Laid Down",1868,1869,,,Secondary
1904P121,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P121.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P121.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P121.jpg,,"Male Nude - Study of Man embracing Tree - Full-Length Male Figure Holding Onto Tree, Right Arm Raised Across Tree.",Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),Red-Brown Chalk Over Touches Of Pencil On Cream-Toned Paper,1868,1869,,,Primary
1904P122,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P122.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P122.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P122.jpg,,Female - Drapery Study of Two Female Figures - Two Faint Outline Drawings Of Full-Length Standing Figures.,Fine Art Prints and Drawings,"Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"White Chalk With Touches Of Pencil And Red Chalk Onbrown Paper, Laid Down",1865,1866,,,Primary
1904P122,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P122-detail.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P122-detail.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P122-detail.jpg,,Female - Drapery Study of Two Female Figures - Two Faint Outline Drawings Of Full-Length Standing Figures. (Detail),Fine Art Prints and Drawings,"Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"White Chalk With Touches Of Pencil And Red Chalk Onbrown Paper, Laid Down",1865,1866,,,Secondary
1904P123,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P123.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P123.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P123.jpg,,"Male Nude - Study of Man Holding Shaft of a Spear. Nude Male Figure Holding A Sphere, With Raised Right Leg.",Fine Art Prints and Drawings,"Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"White and Black Chalk On Brown Paper, Laid Down",1866,1866,,,Primary
1904P124,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P124.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P124.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P124.jpg,Cupid and Psyche,Study for Psyche - A Full-Length Nude Study Of A Female Figure With Right Arm Raised.,Fine Art Prints and Drawings,"Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"Pencil, Charcoal, And Yellow Chalk On Cream-Toned Paper",1864,1865,,,Primary
1904P125,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P125.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P125.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P125.jpg,,"Female - Drapery Study of standing female Figure - Full-Length Female Figure, Wearing Loose Draped Garment, Open In The Front.",Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"White and Black Chalk On Brown Paper, Laid Down",1864,1865,,,Primary
1904P126,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P126.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P126.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P126.jpg,,Female Nude - Study - Full-Length Female Figure Seen In Three-Quarter View As She Stands With Back To The Viewer. Also Sketch Of Arm In Top Right.,Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"White and Black Chalk On Brown Paper, Laid Down",1864,1865,,,Primary
1904P128,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P128.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P128.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P128.jpg,Winter,Study of Flying Drapery - Study Of Animated Drapery As Worn By A Figure That Appears To Be Flying.,Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),Black And White Chalks On Brown Paper,1866,1867,,,Primary
1904P129,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P129.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P129.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P129.jpg,,"Winter (?) - Study Of Flying Animated Drapery For Left Shoulder, No Figure.",Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"Pencil On Cream Paper, Laid Down",1864,1867,,,Primary
1904P129,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P129_detail.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P129_detail.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P129_detail.jpg,,"Winter (?) - Study Of Flying Animated Drapery For Left Shoulder, No Figure. (Detail)",Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"Pencil On Cream Paper, Laid Down",1864,1867,,,Secondary
1904P13,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P13.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P13.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P13.jpg,Chaucer's 'Legend of Good Women',"Sketch - A Design For A Needlework Hanging, For Proposed New Home For Ruskin. The Design Is Continued On Verso.",Fine Art Prints and Drawings,"Needlework (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),Pencil Drawing On Paper,1863,1863,,,Primary
1904P13,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P13-view2.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P13-view2.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P13-view2.jpg,Chaucer's 'Legend of Good Women' - Sketch,"Sketch - A Design For A Needlework Hanging, For Proposed New Home For Ruskin. The Design Is Continued On Verso.",Fine Art Prints and Drawings,"Needlework (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),Pencil Drawing On Paper,1863,1863,,,Secondary
1904P13,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P13-view3.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P13-view3.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P13-view3.jpg,Chaucer's 'Legend of Good Women' - Sketch,"Chaucer's 'Legend of Good Women' - Sketch - A Design For A Needlework Hanging, For Proposed New Home For Ruskin. The Design Is Continued On Verso. (Detail)",Fine Art Prints and Drawings,"Needlework (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),Pencil Drawing On Paper,1863,1863,,,Secondary
1904P13,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P13-view4.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P13-view4.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P13-view4.jpg,Chaucer's 'Legend of Good Women',"Chaucer's 'Legend of Good Women' - Sketch - A Design For A Needlework Hanging, For Proposed New Home For Ruskin. The Design Is Continued On Verso. (Detail)",Fine Art Prints and Drawings,"Needlework (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),Pencil Drawing On Paper,1863,1863,,,Secondary
1904P130,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P130.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P130.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P130.jpg,The Wine of Circe,"Two Drapery Studies Of Bent Circe Figure, Wearing Loose Cloak, One Figure Holding A Stick-like Form That Will Become The Magic Potion Of The Watercolour.",Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"White Chalk And Pencil On Brown Paper, Laid Down On Asecond Sheet Of Brown Paper, And Then Onto Card",1866,1869,,,Primary
1904P131,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P131.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P131.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P131.jpg,The Wine of Circe,Study for the Upper Part of Circe - Draped Figure Of Circe Leaning Forward.,Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),Pencil And Red-Brown Chalk On Cream Paper,1866,1869,,,Primary
1904P132,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P132.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P132.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P132.jpg,The Wine of Circe,Study of Drapery - Two Studies For The Lower Half Of The Garment Worn By Circe.,Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"Pencil With Touches Of Red Chalk On Cream Paper, Laid down",1866,1869,,,Primary
1904P133,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P133.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P133.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P133.jpg,The Wine of Circe,Study for Drapery of Circe - Study For The Lower Half Of Garment Worn By The Figure Of Circe.,Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),Pencil On Cream Paper,1863,1869,,,Primary
1904P134,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P134.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P134.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P134.jpg,The Wine of Circe,Study of Drapery for Circe - Study For Lower Half Of Garment Worn By The Figure Of Circe.,Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"Pencil On Cream Paper, Cut-out And Laid Down",1866,1869,,,Primary
1904P135,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P135.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P135.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P135.jpg,The Wine of Circe,Two Nude Studies Of Bent Female Figures Moving Forward And Facing To Left.,Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"White Chalk With Touches Of Black Chalk On Brown Paper,laid Down",1866,1869,,,Primary
1904P136,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P136.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P136.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P136.jpg,The Wine of Circe,"Study for Circe - Study Of Nude Female Figure Bent Forward, And Facing Left. On Reverse An Unfinished Study Of A Nude Male Figure.",Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"Black Chalk With Touches Of White On Brown Paper, Cutout And Laid Down On Second Brown Sheet",1866,1869,,,Primary
1904P137,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P137.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P137.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P137.jpg,The Wine of Circe,"Study for Circe - Study Of Bent Nude Figure, Facing Left.",Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"Black Chalk On Brown Paper, Laid Down On Second Sheetof Brown Paper",1866,1869,,,Primary
1904P138,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P138.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P138.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P138.jpg,The Wine of Circe,Two Drapery Studies For The Bent Figure Of Circe.,Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"Black And White Chalks On Brown Paper, Laid Down Onanother Sheet Of Grey Brown Paper",1866,1869,,,Primary
1904P139,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P139.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P139.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P139.jpg,The Hours,"Drapery Study - Female Figure, Seated, Frontal, And Holding Hour Glass.",Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),Brown-Red Chalk On Cream Paper,1864,1866,,,Primary
1904P14,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P14.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P14.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P14.jpg,Chaucer's 'Legend of Good Women',Drapery Study of Hypermnestra,Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"Pencil On Cream-Toned Paper, Laid Down",1863,1864,,,Primary
1904P140,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P140.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P140.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P140.jpg,The Hours,"Drapery Study - Seated Female Figure, Facing Front And Holding Hour Glass In Left Hand, And Staff In The Other. Separate Study For Sleeve Drapery To The Right.",Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),Red-Brown Chalk With Touch Of Pencil On Cream Paper,1864,1866,,,Primary
1904P141,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P141.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P141.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P141.jpg,The Evening Star,"Studies of the Figure's Right Arm - Studies Of A Right Arm And Hand, And Foreground Outline Drawing Of A Head.",Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"Black, Red And White Chalk Over Pencil On Thicklytextured Buff Paper, Laid Down On Card",1869,1870,,,Primary
1904P142,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P142.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P142.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P142.jpg,,Drapery Study for Moses - Full-Length Figure Of Moses Holding The Tables Of The Law.,Fine Art Prints and Drawings,"Stained Glass (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),Pencil On Cream Paper,1865,1866,,,Primary
1904P143,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P143.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P143.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P143.jpg,David playing the Harp,"Drapery Study for Stained Glass Design - Full-Length Study Of Figure Of David Turned Three-Quarter View To The Right, Playing Harp Which Is Not Indicated.",Fine Art Prints and Drawings,"Stained Glass (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),"Pencil And Red Chalk On Cream Laid Paper, Laid On To Card",1865,1866,,,Primary
1904P144,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P144.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P144.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P144.jpg,,"Drapery Study for Christ in Majesty - Seated Figure Of Christ Wearing Crown And Cape And Holding A Staff In Right Hand, And Possibly A Book In The Left.",Fine Art Prints and Drawings,"Stained Glass (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),"Pencil And Red-Brown Chalk On Cream Paper, Laid Down",1865,1866,,,Primary
1904P145,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P145.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P145.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P145.jpg,,"Drapery Study for Christ in Majesty - Study Of A Figure, Wearing Crown And Cape, And Holding An Unidentified Object.",Fine Art Prints and Drawings,"Stained Glass (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),"Pencil And Red-Brown Chalk On Cream Paper, Laid Down",1865,1866,,,Primary
1904P146,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P146.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P146.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P146.jpg,St Nicholas,Study for Drapery - Full-Length Study Of A Faceless Figure Wearing Cloak. Verso: There Is A Chalk And Pencil Study Of A Woman With Arm Resting On Head.,Fine Art Prints and Drawings,"Stained Glass (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),Pencil With Blue Crayon On Cream Textured Paper,1865,1866,,,Primary
1904P147,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P147.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P147.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P147.jpg,,"Drapery Study for Tobias and the Angel - Full-Length Study Of Angel Wearing Over-Garment, Leading An Angel Figure On The Left, Faintly Drawn.",Fine Art Prints and Drawings,"Stained Glass (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),"Pencil On Cream Paper, Laid Down",1862,1863,,,Primary
1904P148,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P148.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P148.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P148.jpg,,"Drapery Study for St John the Baptist - Full-Length Figure Seen In Three-Quarter View, Wearing Long Cloak Garment.",Fine Art Prints and Drawings,"Stained Glass (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),"Black And White Chalk On Brown Paper, Left Edge Laidonto A Second Sheet Of Brown Paper",1865,1866,,,Primary
1904P149,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P149.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P149.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P149.jpg,,"Male Nude, Possibly St Michael Or St George - Full-Length Study Of A Nude Figure, Holding Staff In Right Hand While His Left Arm Rests On A Shield.",Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"Black And White Crayon On Brown Paper, Laid Down Ongrey Paper",1869,1872,,,Primary
1904P15,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P15.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P15.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P15.jpg,Chaucer's 'Legend of Good Women',Full-Length Drapery Study for Figure of Lucretia,Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),Pencil On Cream-Toned Paper,1863,1864,,,Primary
1904P150,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P150.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P150.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P150.jpg,Study for St John the Evangelist,Full-Length Figure Study Of St John Holding Cup In His Left Hand.,Fine Art Prints and Drawings,"Stained Glass (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),Pencil On Cream Paper,1865,1865,,,Primary
1904P151,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P151.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P151.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P151.jpg,,"Drapery Study for St Catherine - Full-Length Female Figure Holding What Appears To Be An Arrow In Her Right Hand, While Her Left Hand Rests On A Wheel.",Fine Art Prints and Drawings,"Stained Glass (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),"Pencil And Red-Brown Chalk On Cream Paper, Laid Down On Second Sheet",1865,1866,,,Primary
1904P152,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P152.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P152.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P152.jpg,St Christopher and the Infant Christ,Full-Length Study Of St Christopher Carrying Christ Child Across River.,Fine Art Prints and Drawings,"Stained Glass (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),Pencil On Cream-Toned Paper,1867,1867,,,Primary
1904P153,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P153.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P153.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P153.jpg,,Male Nude - Study for St Christopher - Full-Length Nude Figure Study Showing St Christopher Holding Staff.,Fine Art Prints and Drawings,"Stained Glass (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),Pencil And Touches Of Brown Chalk On Cream Paper,1867,1867,,,Primary
1904P154,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P154.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P154.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P154.jpg,,"Male Nude - Study for St Christopher - Full-Length Nude Study, With St Christopher Turned To Left, Holding Staff. Four Hand Studies To The Right.",Fine Art Prints and Drawings,"Stained Glass (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),"Pencil On Cream Paper, Laid Down On Second Sheet",1867,1867,,,Primary
1904P154,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P154_view2.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P154_view2.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P154_view2.jpg,,"Male Nude - Study for St Christopher - Full-Length Nude Study, With St Christopher Turned To Left, Holding Staff. Four Hand Studies To The Right. (Detail)",Fine Art Prints and Drawings,"Stained Glass (Visual Works), Design Drawings, Pre-Raphaelite",Edward Burne-Jones (Artist),"Pencil On Cream Paper, Laid Down On Second Sheet",1867,1867,,,Secondary
1904P155,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P155.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P155.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P155.jpg,Charity,"Full-Length Figure Study Of Female Figure Holding Two Children, With Four Further Children Gathered Around Feet.",Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),Pencil On Cream-Toned Paper,1867,1867,,,Primary
1904P156,https://s3.eu-west-2.amazonaws.com/bmagrmxd/highres/CollectionItems/1904P156.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/lowres/1904P156.jpg,https://s3.eu-west-2.amazonaws.com/bmagrmxd/thumb/1904P156.jpg,Charity,"Full-Length Figure Study Concentrating On Drapery, With Head But No Body.",Fine Art Prints and Drawings,"Fine Art, Drawings (Visual Works), Pre-Raphaelite",Edward Burne-Jones (Artist),"Pencil, Laid Down On Cream Paper, Laid Down On Card",1867,1867,,,Primary
